Time,Engine Coolant Temperature [°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
19:23:35.459,18,,,,,,,,,
19:23:35.578,18,101.0,,,,,,,,
19:23:35.728,18,101.0,899.0,,,,,,,
19:23:35.878,18,101.0,899.0,0.0,,,,,,
19:23:36.028,18,101.0,899.0,0.0,13.0,,,,,
19:23:36.177,18,101.0,899.0,0.0,13.0,15.55,,,,
19:23:36.328,18,101.0,899.0,0.0,13.0,15.55,83.1,,,
19:23:36.478,18,101.0,899.0,0.0,13.0,15.55,83.1,7.0,,
19:23:36.627,18,101.0,899.0,0.0,13.0,15.55,83.1,7.0,14.1,
19:23:36.778,18,101.0,899.0,0.0,13.0,15.55,83.1,7.0,14.1,14.5
19:23:36.928,18,101.0,899.0,0.0,13.0,15.55,83.1,7.0,14.1,14.5
19:23:37.078,18,101.0,899.0,0.0,13.0,15.55,83.1,7.0,14.1,14.5
19:23:37.228,18,101.0,899.0,0.0,13.0,15.55,83.1,7.0,14.1,14.5
19:23:37.378,18,101.0,899.0,0.0,13.0,15.55,83.1,7.0,14.1,14.5
19:23:37.528,18,101.0,899.0,0.0,13.0,15.55,83.1,7.0,14.1,14.5
19:23:37.678,18,101.0,899.0,0.0,13.0,15.49,83.1,7.0,14.1,14.5
19:23:37.827,18,101.0,899.0,0.0,13.0,15.49,83.1,7.0,14.1,14.5
19:23:37.978,18,101.0,899.0,0.0,13.0,15.49,83.1,7.0,14.1,14.5
19:23:38.127,18,101.0,899.0,0.0,13.0,15.49,83.1,7.0,14.1,14.5
19:23:38.278,18,101.0,899.0,0.0,13.0,15.49,83.1,7.0,14.1,14.5
19:23:38.427,18,101.0,899.0,0.0,13.0,15.49,83.1,7.0,14.1,14.5
19:23:38.578,18,101.0,899.0,0.0,13.0,15.49,83.1,7.0,14.1,14.5
19:23:38.728,18,101.0,898.0,0.0,13.0,15.49,83.1,7.0,14.1,14.5
19:23:38.877,18,101.0,898.0,0.0,13.0,15.49,83.1,7.0,14.1,14.5
19:23:39.027,18,101.0,898.0,0.0,13.0,15.49,83.1,7.0,14.1,14.5
19:23:39.177,18,101.0,898.0,0.0,13.0,15.61,83.1,7.0,14.1,14.5
19:23:39.327,18,101.0,898.0,0.0,13.0,15.61,83.1,7.0,14.1,14.5
19:23:39.477,18,101.0,898.0,0.0,13.0,15.61,83.1,7.0,14.1,14.5
19:23:39.628,18,101.0,898.0,0.0,13.0,15.61,83.1,7.0,16.9,14.5
19:23:39.777,18,101.0,898.0,0.0,13.0,15.61,83.1,7.0,16.9,16.9
19:23:39.927,18,101.0,898.0,0.0,13.0,15.61,83.1,7.0,16.9,16.9
19:23:40.077,18,101.0,898.0,0.0,13.0,15.61,83.1,7.0,16.9,16.9
19:23:40.227,18,101.0,887.0,0.0,13.0,15.61,83.1,7.0,16.9,16.9
19:23:40.378,18,101.0,887.0,1.0,13.0,15.61,83.1,7.0,16.9,16.9
19:23:40.527,18,101.0,887.0,1.0,13.0,15.61,83.1,7.0,16.9,16.9
19:23:40.677,18,101.0,887.0,1.0,13.0,15.22,83.1,7.0,16.9,16.9
