Time,Engine Coolant Temperature [Â°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [Â°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [Â°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
08:19:47.605,22,,,,,,,,,
08:19:47.696,22,98.0,,,,,,,,
08:19:47.785,22,98.0,0.0,,,,,,,
08:19:47.875,22,98.0,0.0,0.0,,,,,,
08:19:47.965,22,98.0,0.0,0.0,15.0,,,,,
08:19:48.057,22,98.0,0.0,0.0,15.0,0.88,,,,
08:19:48.145,22,98.0,0.0,0.0,15.0,0.88,89.0,,,
08:19:48.235,22,98.0,0.0,0.0,15.0,0.88,89.0,17.0,,
08:19:48.325,22,98.0,0.0,0.0,15.0,0.88,89.0,17.0,14.1,
08:19:48.415,22,98.0,0.0,0.0,15.0,0.88,89.0,17.0,14.1,14.5
08:19:48.506,22,98.0,0.0,0.0,15.0,0.88,89.0,17.0,14.1,14.5
08:19:48.595,22,98.0,0.0,0.0,15.0,0.88,89.0,17.0,14.1,14.5
08:19:48.686,22,98.0,0.0,0.0,15.0,0.88,89.0,17.0,14.1,14.5
08:19:48.775,22,98.0,0.0,0.0,15.0,0.88,89.0,17.0,14.1,14.5
08:19:48.865,22,98.0,0.0,0.0,16.0,0.88,89.0,17.0,14.1,14.5
08:19:48.955,22,98.0,0.0,0.0,16.0,0.88,89.0,17.0,14.1,14.5
08:19:49.045,22,98.0,0.0,0.0,16.0,0.88,89.0,17.0,14.1,14.5
08:19:49.135,22,98.0,0.0,0.0,16.0,0.88,89.0,17.0,14.1,14.5
08:19:49.225,22,98.0,0.0,0.0,16.0,0.88,89.0,17.0,14.1,14.5
08:19:49.315,22,98.0,0.0,0.0,16.0,0.88,89.0,17.0,14.1,14.5
08:19:49.405,22,98.0,0.0,0.0,16.0,0.88,89.0,17.0,14.1,14.5
08:19:49.495,22,98.0,0.0,0.0,16.0,0.88,89.0,17.0,14.1,14.5
08:19:49.603,22,98.0,0.0,0.0,16.0,0.88,89.0,17.0,14.1,14.5
