Time,Engine Coolant Temperature [Â°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [Â°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [Â°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
08:05:22.421,90,,,,,,,,,
08:05:22.511,90,73.0,,,,,,,,
08:05:22.601,90,73.0,1172.0,,,,,,,
08:05:22.692,90,73.0,1172.0,69.0,,,,,,
08:05:22.782,90,73.0,1172.0,69.0,19.0,,,,,
08:05:22.872,90,73.0,1172.0,69.0,19.0,11.22,,,,
08:05:22.963,90,73.0,1172.0,69.0,19.0,11.22,24.3,,,
08:05:23.052,90,73.0,1172.0,69.0,19.0,11.22,24.3,14.0,,
08:05:23.141,90,73.0,1172.0,69.0,19.0,11.22,24.3,14.0,14.1,
08:05:23.231,90,73.0,1172.0,69.0,19.0,11.22,24.3,14.0,14.1,14.5
08:05:23.322,90,73.0,1172.0,69.0,19.0,11.22,24.3,14.0,14.1,14.5
08:05:23.412,90,73.0,1172.0,69.0,19.0,11.22,24.3,14.0,14.1,14.5
08:05:23.502,90,73.0,1150.0,69.0,19.0,11.22,24.3,14.0,14.1,14.5
08:05:23.592,90,73.0,1150.0,68.0,19.0,11.22,24.3,14.0,14.1,14.5
08:05:23.682,90,73.0,1150.0,68.0,19.0,11.22,24.3,14.0,14.1,14.5
08:05:23.772,90,73.0,1150.0,68.0,19.0,11.02,24.3,14.0,14.1,14.5
08:05:23.862,90,73.0,1150.0,68.0,19.0,11.02,23.9,14.0,14.1,14.5
08:05:23.952,90,73.0,1150.0,68.0,19.0,11.02,23.9,14.0,14.1,14.5
08:05:24.041,90,73.0,1150.0,68.0,19.0,11.02,23.9,14.0,14.1,14.5
08:05:24.131,90,73.0,1150.0,68.0,19.0,11.02,23.9,14.0,14.1,14.5
08:05:24.222,90,73.0,1150.0,68.0,19.0,11.02,23.9,14.0,14.1,14.5
08:05:24.311,90,70.0,1150.0,68.0,19.0,11.02,23.9,14.0,14.1,14.5
08:05:24.402,90,70.0,1152.0,68.0,19.0,11.02,23.9,14.0,14.1,14.5
08:05:24.492,90,70.0,1152.0,67.0,19.0,11.02,23.9,14.0,14.1,14.5
08:05:24.582,90,70.0,1152.0,67.0,19.0,11.02,23.9,14.0,14.1,14.5
08:05:24.673,90,70.0,1152.0,67.0,19.0,11.33,23.9,14.0,14.1,14.5
08:05:24.763,90,70.0,1152.0,67.0,19.0,11.33,24.3,14.0,14.1,14.5
08:05:24.852,90,70.0,1152.0,67.0,19.0,11.33,24.3,14.0,14.1,14.5
08:05:24.942,90,70.0,1152.0,67.0,19.0,11.33,24.3,14.0,14.1,14.5
08:05:25.032,90,70.0,1152.0,67.0,19.0,11.33,24.3,14.0,14.1,14.5
08:05:25.122,90,70.0,1152.0,67.0,19.0,11.33,24.3,14.0,14.1,14.5
08:05:25.213,90,88.0,1152.0,67.0,19.0,11.33,24.3,14.0,14.1,14.5
08:05:25.302,90,88.0,1142.0,67.0,19.0,11.33,24.3,14.0,14.1,14.5
08:05:25.392,90,88.0,1142.0,67.0,19.0,11.33,24.3,14.0,14.1,14.5
08:05:25.482,90,88.0,1142.0,67.0,19.0,11.33,24.3,14.0,14.1,14.5
08:05:25.572,90,88.0,1142.0,67.0,19.0,17.63,24.3,14.0,14.1,14.5
08:05:25.662,90,88.0,1142.0,67.0,19.0,17.63,36.1,14.0,14.1,14.5
08:05:25.752,90,88.0,1142.0,67.0,19.0,17.63,36.1,14.0,14.1,14.5
08:05:25.842,90,88.0,1142.0,67.0,19.0,17.63,36.1,14.0,14.1,14.5
08:05:25.932,90,88.0,1142.0,67.0,19.0,17.63,36.1,14.0,14.1,14.5
08:05:26.023,90,88.0,1142.0,67.0,19.0,17.63,36.1,14.0,14.1,14.5
08:05:26.113,90,112.0,1142.0,67.0,19.0,17.63,36.1,14.0,14.1,14.5
08:05:26.202,90,112.0,1151.0,67.0,19.0,17.63,36.1,14.0,14.1,14.5
08:05:26.293,90,112.0,1151.0,68.0,19.0,17.63,36.1,14.0,14.1,14.5
08:05:26.382,90,112.0,1151.0,68.0,22.0,17.63,36.1,14.0,14.1,14.5
08:05:26.472,90,112.0,1151.0,68.0,22.0,21.05,36.1,14.0,14.1,14.5
08:05:26.562,90,112.0,1151.0,68.0,22.0,21.05,60.8,14.0,14.1,14.5
08:05:26.652,90,112.0,1151.0,68.0,22.0,21.05,60.8,14.0,14.1,14.5
08:05:26.742,90,112.0,1151.0,68.0,22.0,21.05,60.8,14.0,14.1,14.5
08:05:26.832,90,112.0,1151.0,68.0,22.0,21.05,60.8,14.0,14.1,14.5
08:05:26.922,90,112.0,1151.0,68.0,22.0,21.05,60.8,14.0,14.1,14.5
08:05:27.012,90,101.0,1151.0,68.0,22.0,21.05,60.8,14.0,14.1,14.5
08:05:27.102,90,101.0,1134.0,68.0,22.0,21.05,60.8,14.0,14.1,14.5
08:05:27.191,90,101.0,1134.0,68.0,22.0,21.05,60.8,14.0,14.1,14.5
08:05:27.281,90,101.0,1134.0,68.0,22.0,21.05,60.8,14.0,14.1,14.5
08:05:27.372,90,101.0,1134.0,68.0,22.0,19.86,60.8,14.0,14.1,14.5
08:05:27.462,90,101.0,1134.0,68.0,22.0,19.86,27.8,14.0,14.1,14.5
08:05:27.552,90,101.0,1134.0,68.0,22.0,19.86,27.8,14.0,14.1,14.5
08:05:27.642,90,101.0,1134.0,68.0,22.0,19.86,27.8,14.0,14.1,14.5
08:05:27.732,90,101.0,1134.0,68.0,22.0,19.86,27.8,14.0,14.1,14.5
08:05:27.822,90,101.0,1134.0,68.0,22.0,19.86,27.8,14.0,14.1,14.5
08:05:27.912,90,79.0,1134.0,68.0,22.0,19.86,27.8,14.0,14.1,14.5
08:05:28.002,90,79.0,1370.0,68.0,22.0,19.86,27.8,14.0,14.1,14.5
08:05:28.091,90,79.0,1370.0,67.0,22.0,19.86,27.8,14.0,14.1,14.5
08:05:28.181,90,79.0,1370.0,67.0,21.0,19.86,27.8,14.0,14.1,14.5
08:05:28.273,90,79.0,1370.0,67.0,21.0,24.58,27.8,14.0,14.1,14.5
08:05:28.362,90,79.0,1370.0,67.0,21.0,24.58,45.9,14.0,14.1,14.5
08:05:28.452,90,79.0,1370.0,67.0,21.0,24.58,45.9,14.0,14.1,14.5
08:05:28.542,90,79.0,1370.0,67.0,21.0,24.58,45.9,14.0,14.1,14.5
08:05:28.632,90,79.0,1370.0,67.0,21.0,24.58,45.9,14.0,14.1,14.5
08:05:28.721,90,79.0,1370.0,67.0,21.0,24.58,45.9,14.0,14.1,14.5
08:05:28.812,90,127.0,1370.0,67.0,21.0,24.58,45.9,14.0,14.1,14.5
08:05:28.902,90,127.0,1381.0,67.0,21.0,24.58,45.9,14.0,14.1,14.5
08:05:28.993,90,127.0,1381.0,68.0,21.0,24.58,45.9,14.0,14.1,14.5
08:05:29.082,90,127.0,1381.0,68.0,22.0,24.58,45.9,14.0,14.1,14.5
08:05:29.171,90,127.0,1381.0,68.0,22.0,25.94,45.9,14.0,14.1,14.5
08:05:29.262,90,127.0,1381.0,68.0,22.0,25.94,64.7,14.0,14.1,14.5
08:05:29.352,90,127.0,1381.0,68.0,22.0,25.94,64.7,14.0,14.1,14.5
08:05:29.442,90,127.0,1381.0,68.0,22.0,25.94,64.7,14.0,14.1,14.5
08:05:29.532,90,127.0,1381.0,68.0,22.0,25.94,64.7,14.0,14.1,14.5
08:05:29.622,90,127.0,1381.0,68.0,22.0,25.94,64.7,14.0,14.1,14.5
08:05:29.717,90,134.0,1381.0,68.0,22.0,25.94,64.7,14.0,14.1,14.5
08:05:29.802,90,134.0,1396.0,68.0,22.0,25.94,64.7,14.0,14.1,14.5
08:05:29.892,90,134.0,1396.0,69.0,22.0,25.94,64.7,14.0,14.1,14.5
08:05:30.012,90,134.0,1396.0,69.0,23.0,25.94,64.7,14.0,14.1,14.5
08:05:30.101,90,134.0,1396.0,69.0,23.0,24.91,64.7,14.0,14.1,14.5
08:05:30.191,90,134.0,1396.0,69.0,23.0,24.91,28.6,14.0,14.1,14.5
08:05:30.282,90,134.0,1396.0,69.0,23.0,24.91,28.6,14.0,14.1,14.5
08:05:30.372,90,134.0,1396.0,69.0,23.0,24.91,28.6,14.0,14.1,14.5
08:05:30.461,90,134.0,1396.0,69.0,23.0,24.91,28.6,14.0,14.1,14.5
08:05:30.552,90,134.0,1396.0,69.0,23.0,24.91,28.6,14.0,14.1,14.5
08:05:30.642,90,123.0,1396.0,69.0,23.0,24.91,28.6,14.0,14.1,14.5
08:05:30.732,90,123.0,1414.0,69.0,23.0,24.91,28.6,14.0,14.1,14.5
08:05:30.822,90,123.0,1414.0,70.0,23.0,24.91,28.6,14.0,14.1,14.5
08:05:30.912,90,123.0,1414.0,70.0,22.0,24.91,28.6,14.0,14.1,14.5
08:05:31.002,90,123.0,1414.0,70.0,22.0,21.33,28.6,14.0,14.1,14.5
08:05:31.092,90,123.0,1414.0,70.0,22.0,21.33,26.7,14.0,14.1,14.5
08:05:31.181,90,123.0,1414.0,70.0,22.0,21.33,26.7,14.0,14.1,14.5
08:05:31.271,90,123.0,1414.0,70.0,22.0,21.33,26.7,14.0,14.1,14.5
08:05:31.362,90,123.0,1414.0,70.0,22.0,21.33,26.7,14.0,14.1,14.5
08:05:31.452,90,123.0,1414.0,70.0,22.0,21.33,26.7,14.0,14.1,14.5
08:05:31.542,90,102.0,1414.0,70.0,22.0,21.33,26.7,14.0,14.1,14.5
08:05:31.632,90,102.0,1424.0,70.0,22.0,21.33,26.7,14.0,14.1,14.5
08:05:31.722,90,102.0,1424.0,70.0,22.0,21.33,26.7,14.0,14.1,14.5
08:05:31.812,90,102.0,1424.0,70.0,21.0,21.33,26.7,14.0,14.1,14.5
08:05:31.902,90,102.0,1424.0,70.0,21.0,14.27,26.7,14.0,14.1,14.5
08:05:31.992,90,102.0,1424.0,70.0,21.0,14.27,23.1,14.0,14.1,14.5
08:05:32.102,90,102.0,1424.0,70.0,21.0,14.27,23.1,14.0,14.1,14.5
08:05:32.171,90,102.0,1424.0,70.0,21.0,14.27,23.1,14.0,14.1,14.5
08:05:32.262,90,102.0,1424.0,70.0,21.0,14.27,23.1,14.0,14.1,14.5
08:05:32.352,90,102.0,1424.0,70.0,21.0,14.27,23.1,14.0,14.1,14.5
08:05:32.442,90,72.0,1424.0,70.0,21.0,14.27,23.1,14.0,14.1,14.5
08:05:32.532,90,72.0,1428.0,70.0,21.0,14.27,23.1,14.0,14.1,14.5
08:05:32.624,90,72.0,1428.0,70.0,21.0,14.27,23.1,14.0,14.1,14.5
08:05:32.712,90,72.0,1428.0,70.0,20.0,14.27,23.1,14.0,14.1,14.5
08:05:32.802,90,72.0,1428.0,70.0,20.0,13.61,23.1,14.0,14.1,14.5
08:05:32.892,90,72.0,1428.0,70.0,20.0,13.61,24.3,14.0,14.1,14.5
08:05:32.982,90,72.0,1428.0,70.0,20.0,13.61,24.3,14.0,14.1,14.5
08:05:33.073,90,72.0,1428.0,70.0,20.0,13.61,24.3,14.0,14.1,14.5
08:05:33.161,90,72.0,1428.0,70.0,20.0,13.61,24.3,14.0,14.1,14.5
08:05:33.252,90,72.0,1428.0,70.0,20.0,13.61,24.3,14.0,14.1,14.5
08:05:33.342,90,72.0,1428.0,70.0,20.0,13.61,24.3,14.0,14.1,14.5
08:05:33.462,90,72.0,1413.0,70.0,20.0,13.61,24.3,14.0,14.1,14.5
08:05:33.552,90,72.0,1413.0,70.0,20.0,13.61,24.3,14.0,14.1,14.5
08:05:33.642,90,72.0,1413.0,70.0,19.0,13.61,24.3,14.0,14.1,14.5
08:05:33.732,90,72.0,1413.0,70.0,19.0,13.91,24.3,14.0,14.1,14.5
08:05:33.822,90,72.0,1413.0,70.0,19.0,13.91,23.9,14.0,14.1,14.5
08:05:33.912,90,72.0,1413.0,70.0,19.0,13.91,23.9,14.0,14.1,14.5
08:05:34.003,90,72.0,1413.0,70.0,19.0,13.91,23.9,14.0,14.1,14.5
08:05:34.093,90,72.0,1413.0,70.0,19.0,13.91,23.9,14.0,14.1,14.5
08:05:34.181,90,72.0,1413.0,70.0,19.0,13.91,23.9,14.0,14.1,14.5
08:05:34.271,90,68.0,1413.0,70.0,19.0,13.91,23.9,14.0,14.1,14.5
08:05:34.361,90,68.0,1412.0,70.0,19.0,13.91,23.9,14.0,14.1,14.5
