Time,Engine Coolant Temperature [Â°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [Â°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [Â°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
07:24:59.684,29,,,,,,,,,
07:24:59.774,29,98.0,,,,,,,,
07:24:59.865,29,98.0,853.0,,,,,,,
07:24:59.957,29,98.0,853.0,0.0,,,,,,
07:25:00.045,29,98.0,853.0,0.0,24.0,,,,,
07:25:00.135,29,98.0,853.0,0.0,24.0,8.97,,,,
07:25:00.225,29,98.0,853.0,0.0,24.0,8.97,83.1,,,
07:25:00.315,29,98.0,853.0,0.0,24.0,8.97,83.1,20.0,,
07:25:00.405,29,98.0,853.0,0.0,24.0,8.97,83.1,20.0,14.1,
07:25:00.496,29,98.0,853.0,0.0,24.0,8.97,83.1,20.0,14.1,14.5
07:25:00.585,29,98.0,853.0,0.0,24.0,8.97,83.1,20.0,14.1,14.5
07:25:00.675,29,98.0,853.0,0.0,24.0,8.97,83.1,20.0,14.1,14.5
07:25:00.765,29,98.0,854.0,0.0,24.0,8.97,83.1,20.0,14.1,14.5
07:25:00.855,29,98.0,854.0,0.0,24.0,8.97,83.1,20.0,14.1,14.5
07:25:00.945,29,98.0,854.0,0.0,24.0,8.97,83.1,20.0,14.1,14.5
07:25:01.035,29,98.0,854.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:01.125,29,98.0,854.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:01.215,29,98.0,854.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:01.305,29,98.0,854.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:01.396,29,98.0,854.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:01.487,29,98.0,854.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:01.575,29,98.0,854.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:01.665,29,98.0,852.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:01.755,29,98.0,852.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:01.846,29,98.0,852.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:01.935,29,98.0,852.0,0.0,24.0,9.02,83.1,20.0,14.1,14.5
07:25:02.025,29,98.0,852.0,0.0,24.0,9.02,83.1,20.0,14.1,14.5
07:25:02.127,29,98.0,852.0,0.0,24.0,9.02,83.1,20.0,14.1,14.5
07:25:02.205,29,98.0,852.0,0.0,24.0,9.02,83.1,20.0,14.1,14.5
07:25:02.295,29,98.0,852.0,0.0,24.0,9.02,83.1,20.0,14.1,14.5
07:25:02.385,29,98.0,852.0,0.0,24.0,9.02,83.1,20.0,14.1,14.5
07:25:02.475,29,98.0,852.0,0.0,24.0,9.02,83.1,20.0,14.1,14.5
07:25:02.565,29,98.0,855.0,0.0,24.0,9.02,83.1,20.0,14.1,14.5
07:25:02.685,29,98.0,855.0,0.0,24.0,9.02,83.1,20.0,14.1,14.5
07:25:02.776,29,98.0,855.0,0.0,24.0,9.02,83.1,20.0,14.1,14.5
07:25:02.865,29,98.0,855.0,0.0,24.0,9.13,83.1,20.0,14.1,14.5
07:25:02.954,29,98.0,855.0,0.0,24.0,9.13,83.1,20.0,14.1,14.5
07:25:03.044,29,98.0,855.0,0.0,24.0,9.13,83.1,20.0,14.1,14.5
07:25:03.134,29,98.0,855.0,0.0,24.0,9.13,83.1,20.0,14.1,14.5
07:25:03.224,29,98.0,855.0,0.0,24.0,9.13,83.1,20.0,14.1,14.5
07:25:03.314,29,98.0,855.0,0.0,24.0,9.13,83.1,20.0,14.1,14.5
07:25:03.404,29,98.0,855.0,0.0,24.0,9.13,83.1,20.0,14.1,14.5
07:25:03.494,29,98.0,852.0,0.0,24.0,9.13,83.1,20.0,14.1,14.5
07:25:03.585,29,98.0,852.0,0.0,24.0,9.13,83.1,20.0,14.1,14.5
07:25:03.675,29,98.0,852.0,0.0,24.0,9.13,83.1,20.0,14.1,14.5
07:25:03.795,29,98.0,852.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:03.885,29,98.0,852.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:03.975,29,98.0,852.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:04.065,29,98.0,852.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:04.155,29,98.0,852.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:04.245,29,98.0,852.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:04.335,29,98.0,852.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:04.425,29,98.0,852.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:04.515,29,98.0,852.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:04.605,29,98.0,852.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:04.696,29,98.0,852.0,0.0,24.0,9.24,83.1,20.0,14.1,14.5
07:25:04.786,29,98.0,852.0,0.0,24.0,9.24,83.1,20.0,14.1,14.5
07:25:04.875,29,98.0,852.0,0.0,24.0,9.24,83.1,20.0,14.1,14.5
07:25:04.966,29,98.0,852.0,0.0,24.0,9.24,83.1,20.0,14.1,14.5
07:25:05.055,29,98.0,852.0,0.0,24.0,9.24,83.1,20.0,14.1,14.5
07:25:05.146,29,98.0,852.0,0.0,24.0,9.24,83.1,20.0,14.1,14.5
07:25:05.236,29,97.0,852.0,0.0,24.0,9.24,83.1,20.0,14.1,14.5
07:25:05.325,29,97.0,853.0,0.0,24.0,9.24,83.1,20.0,14.1,14.5
07:25:05.414,29,97.0,853.0,0.0,24.0,9.24,83.1,20.0,14.1,14.5
07:25:05.504,29,97.0,853.0,0.0,25.0,9.24,83.1,20.0,14.1,14.5
07:25:05.625,29,97.0,853.0,0.0,25.0,9.13,83.1,20.0,14.1,14.5
07:25:05.714,29,97.0,853.0,0.0,25.0,9.13,83.1,20.0,14.1,14.5
07:25:05.804,29,97.0,853.0,0.0,25.0,9.13,83.1,20.0,14.1,14.5
07:25:05.895,29,97.0,853.0,0.0,25.0,9.13,83.1,20.0,14.1,14.5
07:25:05.985,29,97.0,853.0,0.0,25.0,9.13,83.1,20.0,14.1,14.5
07:25:06.075,30,97.0,853.0,0.0,25.0,9.13,83.1,20.0,14.1,14.5
07:25:06.165,30,98.0,853.0,0.0,25.0,9.13,83.1,20.0,14.1,14.5
07:25:06.255,30,98.0,851.0,0.0,25.0,9.13,83.1,20.0,14.1,14.5
07:25:06.346,30,98.0,851.0,0.0,25.0,9.13,83.1,20.0,14.1,14.5
07:25:06.435,30,98.0,851.0,0.0,24.0,9.13,83.1,20.0,14.1,14.5
07:25:06.525,30,98.0,851.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:06.615,30,98.0,851.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:06.705,30,98.0,851.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:06.795,30,98.0,851.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:06.885,30,98.0,851.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:07.005,30,98.0,851.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:07.096,30,97.0,851.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:07.186,30,97.0,853.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:07.275,30,97.0,853.0,0.0,24.0,9.08,83.1,20.0,14.1,14.5
07:25:07.365,30,97.0,853.0,0.0,25.0,9.08,83.1,20.0,14.1,14.5
07:25:07.456,30,97.0,853.0,0.0,25.0,8.99,83.1,20.0,14.1,14.5
07:25:07.545,30,97.0,853.0,0.0,25.0,8.99,83.1,20.0,14.1,14.5
07:25:07.635,30,97.0,853.0,0.0,25.0,8.99,83.1,20.0,14.1,14.5
07:25:07.725,30,97.0,853.0,0.0,25.0,8.99,83.1,20.0,14.1,14.5
07:25:07.815,30,97.0,853.0,0.0,25.0,8.99,83.1,20.0,14.1,14.5
07:25:07.905,30,97.0,853.0,0.0,25.0,8.99,83.1,20.0,14.1,14.5
07:25:07.995,30,97.0,853.0,0.0,25.0,8.99,83.1,20.0,14.1,14.5
07:25:08.086,30,97.0,852.0,0.0,25.0,8.99,83.1,20.0,14.1,14.5
07:25:08.176,30,97.0,852.0,0.0,25.0,8.99,83.1,20.0,14.1,14.5
07:25:08.265,30,97.0,852.0,0.0,24.0,8.99,83.1,20.0,14.1,14.5
