Time,Engine Coolant Temperature [Â°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [Â°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [Â°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
18:34:02.236,62,,,,,,,,,
18:34:02.326,62,125.0,,,,,,,,
18:34:02.388,62,125.0,1517.0,,,,,,,
18:34:02.448,62,125.0,1517.0,41.0,,,,,,
18:34:02.537,62,125.0,1517.0,41.0,24.0,,,,,
18:34:02.598,62,125.0,1517.0,41.0,24.0,17.11,,,,
18:34:02.688,62,125.0,1517.0,41.0,24.0,17.11,83.5,,,
18:34:02.748,62,125.0,1517.0,41.0,24.0,17.11,83.5,22.0,,
18:34:02.838,62,125.0,1517.0,41.0,24.0,17.11,83.5,22.0,40.4,
18:34:02.899,62,125.0,1517.0,41.0,24.0,17.11,83.5,22.0,40.4,40.8
18:34:02.987,62,125.0,1517.0,41.0,24.0,17.11,83.5,22.0,40.4,40.8
18:34:03.048,62,129.0,1517.0,41.0,24.0,17.11,83.5,22.0,40.4,40.8
18:34:03.138,62,129.0,1538.0,41.0,24.0,17.11,83.5,22.0,40.4,40.8
18:34:03.198,62,129.0,1538.0,41.0,24.0,17.11,83.5,22.0,40.4,40.8
18:34:03.287,62,129.0,1538.0,41.0,24.0,17.11,83.5,22.0,40.4,40.8
18:34:03.348,62,129.0,1538.0,41.0,24.0,21.63,83.5,22.0,40.4,40.8
18:34:03.437,62,129.0,1538.0,41.0,24.0,21.63,83.5,22.0,40.4,40.8
18:34:03.498,62,129.0,1538.0,41.0,24.0,21.63,83.5,22.0,40.4,40.8
18:34:03.587,62,129.0,1538.0,41.0,24.0,21.63,83.5,22.0,38.0,40.8
18:34:03.648,62,129.0,1538.0,41.0,24.0,21.63,83.5,22.0,38.0,38.8
18:34:03.737,62,129.0,1538.0,41.0,24.0,21.63,83.5,22.0,38.0,38.8
18:34:03.798,62,136.0,1538.0,41.0,24.0,21.63,83.5,22.0,38.0,38.8
18:34:03.887,62,136.0,1574.0,41.0,24.0,21.63,83.5,22.0,38.0,38.8
18:34:03.981,62,136.0,1574.0,42.0,24.0,21.63,83.5,22.0,38.0,38.8
18:34:04.040,62,136.0,1574.0,42.0,25.0,21.63,83.5,22.0,38.0,38.8
18:34:04.098,62,136.0,1574.0,42.0,25.0,19.36,83.5,22.0,38.0,38.8
18:34:04.187,62,136.0,1574.0,42.0,25.0,19.36,83.5,22.0,38.0,38.8
18:34:04.248,62,136.0,1574.0,42.0,25.0,19.36,83.5,22.0,38.0,38.8
18:34:04.337,62,136.0,1574.0,42.0,25.0,19.36,83.5,22.0,39.2,38.8
18:34:04.398,62,136.0,1574.0,42.0,25.0,19.36,83.5,22.0,39.2,40.0
18:34:04.487,63,136.0,1574.0,42.0,25.0,19.36,83.5,22.0,39.2,40.0
18:34:04.549,63,133.0,1574.0,42.0,25.0,19.36,83.5,22.0,39.2,40.0
18:34:04.638,63,133.0,1610.0,42.0,25.0,19.36,83.5,22.0,39.2,40.0
18:34:04.698,63,133.0,1610.0,43.0,25.0,19.36,83.5,22.0,39.2,40.0
18:34:04.787,63,133.0,1610.0,43.0,25.0,19.36,83.5,22.0,39.2,40.0
18:34:04.848,63,133.0,1610.0,43.0,25.0,21.47,83.5,22.0,39.2,40.0
18:34:04.937,63,133.0,1610.0,43.0,25.0,21.47,83.5,22.0,39.2,40.0
18:34:04.998,63,133.0,1610.0,43.0,25.0,21.47,83.5,22.0,39.2,40.0
18:34:05.087,63,133.0,1610.0,43.0,25.0,21.47,83.5,22.0,41.2,40.0
18:34:05.148,63,133.0,1610.0,43.0,25.0,21.47,83.5,22.0,41.2,42.0
18:34:05.238,63,133.0,1610.0,43.0,25.0,21.47,83.5,22.0,41.2,42.0
18:34:05.298,63,141.0,1610.0,43.0,25.0,21.47,83.5,22.0,41.2,42.0
18:34:05.387,63,141.0,1658.0,43.0,25.0,21.47,83.5,22.0,41.2,42.0
18:34:05.449,63,141.0,1658.0,45.0,25.0,21.47,83.5,22.0,41.2,42.0
18:34:05.538,63,141.0,1658.0,45.0,25.0,21.47,83.5,22.0,41.2,42.0
18:34:05.598,63,141.0,1658.0,45.0,25.0,24.11,83.5,22.0,41.2,42.0
18:34:05.687,63,141.0,1658.0,45.0,25.0,24.11,83.5,22.0,41.2,42.0
18:34:05.748,63,141.0,1658.0,45.0,25.0,24.11,83.5,22.0,41.2,42.0
18:34:05.837,63,141.0,1658.0,45.0,25.0,24.11,83.5,22.0,40.8,42.0
18:34:05.900,63,141.0,1658.0,45.0,25.0,24.11,83.5,22.0,40.8,41.6
18:34:05.988,63,141.0,1658.0,45.0,25.0,24.11,83.5,22.0,40.8,41.6
18:34:06.048,63,143.0,1658.0,45.0,25.0,24.11,83.5,22.0,40.8,41.6
18:34:06.137,63,143.0,1709.0,45.0,25.0,24.11,83.5,22.0,40.8,41.6
18:34:06.198,63,143.0,1709.0,46.0,25.0,24.11,83.5,22.0,40.8,41.6
18:34:06.287,63,143.0,1709.0,46.0,26.0,24.11,83.5,22.0,40.8,41.6
18:34:06.349,63,143.0,1709.0,46.0,26.0,23.05,83.5,22.0,40.8,41.6
18:34:06.438,63,143.0,1709.0,46.0,26.0,23.05,83.5,22.0,40.8,41.6
18:34:06.499,63,143.0,1709.0,46.0,26.0,23.05,83.5,22.0,40.8,41.6
18:34:06.587,63,143.0,1709.0,46.0,26.0,23.05,83.5,22.0,40.4,41.6
18:34:06.649,63,143.0,1709.0,46.0,26.0,23.05,83.5,22.0,40.4,40.8
18:34:06.737,63,143.0,1709.0,46.0,26.0,23.05,83.5,22.0,40.4,40.8
